0,X,40
102,X,4
202,X,5
302,X,4
402,X,4
502,X,5
602,X,10
702,X,13
803,X,16
903,X,19
1003,X,20
1103,X,24
1203,X,30
1303,X,28
1404,X,33
1504,X,35
1604,X,40
104,Y,36
204,Y,38
304,Y,35
404,Y,36
504,Y,33
604,Y,31
703,Y,28
803,Y,26
903,Y,18
1004,Y,15
1102,Y,10
1202,Y,8
1303,Y,6
1402,Y,5
1502,Y,4
